IDDOC,LINENO,SP5179,SP8035,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916
"JUNW",1,"1E","0",43224,0,0.01,0.0,0.0,0.0,0.01,0,0
"KAY9",1,"1","0",65842,0,0.0,0.0,0.0,0.01,0.01,0,0
"KAYN",1,"32","0",34147,548,1943.21,0.0,0.0,0.01,1943.22,0,0
"KAYR",1,"H","0",6951,526,1913.59,0.0,0.0,0.01,1913.6,0,0
"JT9U",1,"2W","0",25115,0,0.01,0.0,0.0,0.0,0.01,0,0
"JW1A",1,"2","0",6900,0,0.0,0.0,0.0,0.01,0.01,0,0
"JW1D",1,"T","0",51515,0,0.0,0.0,0.0,0.01,0.01,0,0
"KBM7",1,"1D","0",36522,563,1126.0,0.0,0.0,0.01,1126.01,0,0
"JW1J",1,"W","0",22653,0,0.0,0.0,0.0,150.0,150.0,0,0
"KFJ7",1,"17","0",41813,0,0.0,0.0,0.0,1.01,1.01,0,0
"JW1S",1,"1T","0",26525,0,0.0,0.0,0.0,0.01,0.01,0,0
"JZCU",1,"N","0",16235,590,1150.5,195.0,0.0,0.01,1345.51,0,0
"KBN9",1,"B","0",54960,615,1230.0,0.0,46.0,0.01,1276.01,0,0
"KFJK",1,"2Q","0",0,0,0.0,0.0,0.0,0.01,0.01,0,0
"JT9P",1,"1Y","0",41692,0,0.01,0.0,0.0,0.0,0.01,0,0
"JT9Y",1,"26","0",8373,0,0.01,0.0,0.0,0.0,0.01,0,0
"JTAA",1,"30","0",41466,0,0.01,0.0,0.0,0.0,0.01,0,0
"KB2R",1,"1V","0",3710,471,904.32,0.0,0.0,0.01,904.33,0,0
"KFLI",1,"22","0",29789,0,0.0,0.0,0.0,0.01,0.01,0,0
"KB38",1,"2I","0",3188,1429,2975.18,0.0,0.0,0.01,2975.19,0,0
"JTAW",1,"25","0",72383,0,0.01,0.0,0.0,0.0,0.01,0,0
"KB3E",1,"31","0",490,490,970.2,53.0,0.0,0.01,1023.21,0,0
"JTAY",1,"1M","0",12988,0,0.01,0.0,0.0,0.0,0.01,0,0
"KFLV",1,"26","0",8373,0,0.0,0.0,0.0,0.01,0.01,0,0
"KEEY",1,"1F","0",77865,0,0.0,0.0,0.0,0.01,0.01,0,0
"KB48",1,"18","0",2059,568,1124.64,0.0,0.0,0.01,1124.65,0,0
"KB4K",1,"1C","0",22923,553,1094.94,0.0,0.0,0.01,1094.95,0,0
"QL2G",1,"K","0",20867,0,0.0,0.0,0.0,0.01,0.01,0,0
"JZG3",1,"E","0",155879,0,0.0,0.0,0.0,0.01,0.01,0,0
"JZG5",1,"J","0",88660,0,0.0,0.0,0.0,0.01,0.01,0,0
"JZIE",1,"16","0",33560,0,0.0,0.0,0.0,0.01,0.01,0,0
"JZIQ",1,"Q","0",31232,0,0.0,0.0,0.0,0.01,0.01,0,0
"KWMM",1,"Y","0",34824,440,844.8,590.0,20.0,0.01,1454.81,0,0
"ICZT",1,"F","0",30032,0,0.0,0.0,0.0,0.01,0.01,0,0
"K3QM",1,"29","0",53304,0,0.0,0.0,0.0,0.01,0.01,0,0
"IQ24",1,"1P","0",14695,0,0.0,0.0,0.0,500.0,500.0,0,0
"K3QR",1,"2Y","0",30772,0,0.0,0.0,0.0,500.0,500.0,0,0
"K3QU",1,"O","0",22940,0,0.0,0.0,0.0,0.01,0.01,0,0
"K3QW",1,"2J","0",13193,0,0.0,0.0,0.0,250.0,250.0,0,0
"K3QX",1,"2K","0",16446,0,0.0,0.0,0.0,250.0,250.0,0,0
"K3QZ",1,"2K","0",16446,0,0.0,0.0,0.0,250.0,250.0,0,0
"SZWU",1,"2T","0",17712,790,1872.3,0.0,0.0,0.01,1872.31,0,0
"SZWV",1,"2T","0",18261,549,1301.13,0.0,0.0,0.01,1301.14,0,0
"K7V0",1,"1G","0",6349,577,1419.42,0.0,2.57,0.01,1422.0,0,0
"KAWW",1,"I","0",2636,875,2012.5,0.0,0.0,0.01,2012.51,0,0
"K7V4",1,"G","0",18837,0,0.0,0.0,0.0,0.01,0.01,0,0
"K7V7",1,"2X","0",2504,367,770.7,80.0,0.0,1000.0,1850.7,0,0
"KAXI",1,"10","0",39132,0,0.0,0.0,0.0,0.01,0.01,0,0
"KAXV",1,"1X","0",19292,406,1177.4,0.0,0.0,0.01,1177.41,0,0
"JW0R",1,"1O","0",26193,377,942.5,0.0,0.0,0.01,942.51,0,0
"JW0U",1,"S","0",19008,686,1715.0,0.0,0.0,0.01,1715.01,0,0
"JW11",1,"X","0",45563,532,1276.8,0.0,0.0,0.01,1276.81,0,0
"JW13",1,"14","0",37616,650,1625.0,0.0,0.0,0.01,1625.01,0,0
"JW15",1,"2C","0",34279,451,1217.7,0.0,0.0,0.01,1217.71,0,0
"KB09",1,"U","0",10068,425,1020.0,0.0,9.0,0.01,1029.01,0,0
"KB0V",1,"1A","0",4385,0,0.0,0.0,0.0,0.01,0.01,0,0
"KB1I",1,"2P","0",7270,0,0.0,0.0,0.0,0.01,0.01,0,0
"KUT6",1,"2O","0",10521,517,1473.45,0.0,0.0,0.01,1473.46,0,0
"JZET",1,"7","0",31665,0,839.0,22.0,0.0,0.01,861.01,0,0
"JZFA",1,"8","0",46647,641,1211.49,0.0,0.0,0.01,1211.5,0,0
"KEFI",1,"R","0",32116,447,894.0,15.0,0.0,500.0,1409.0,0,0
"KB8Z",1,"23","0",27460,687,1305.3,0.0,14.7,0.01,1320.01,0,0
"KB90",1,"1W","0",30015,800,1520.0,0.0,16.0,0.01,1536.01,0,0
"KB92",1,"24","0",27598,1051,1996.9,0.0,23.0,0.01,2019.91,0,0
"KB94",1,"2I","0",38692,571,1188.82,0.0,0.0,0.01,1188.83,0,0
"JZIC",1,"2O","0",10521,517,1473.45,0.0,0.0,0.01,1473.46,0,0
"JZJF",1,"1B","0",12136,647,1843.95,0.0,0.0,150.0,1993.95,0,0
"KFKB",1,"25","0",72929,546,1336.61,0.0,0.0,0.01,1336.62,0,0
"JW1B",1,"2","0",8030,1130,2373.0,0.0,0.0,1000.0,3373.0,0,0
"L7PC",1,"L","0",18018,539,1293.6,0.0,0.0,0.01,1293.61,0,0
"JW0A",1,"1L","0",22700,533,1279.2,76.79,0.0,0.01,1356.0,0,0
"K7UW",1,"15","0",10210,1493,3075.58,0.0,0.0,1000.0,4075.58,0,0
"KAX9",1,"2F","0",40470,734,1945.1,37.0,48.9,0.01,2031.01,0,0
"KAY2",1,"1N","0",32624,619,1485.6,0.0,0.0,0.01,1485.61,0,0
"KAYB",1,"1","0",66256,414,1407.6,0.0,0.0,0.01,1407.61,0,0
"JUOB",1,"1E","0",43940,716,1373.93,0.0,726.0,0.01,2099.94,0,0
"KAYO",1,"32","0",34823,676,2397.1,0.0,0.0,0.01,2397.11,0,0
"KAYX",1,"H","0",7561,610,2219.18,635.81,0.0,0.01,2855.0,0,0
"JSO2",1,"2W","0",25708,593,1209.72,26.52,12.0,0.01,1248.25,0,0
"KBMB",1,"1D","0",37170,648,1296.0,0.0,6.44,0.01,1302.45,0,0
"JW1E",1,"T","0",52050,535,1551.5,142.5,0.0,0.01,1694.01,0,0
"JW1T",1,"1T","0",27209,684,1778.4,0.0,0.0,0.01,1778.41,0,0
"KFJ8",1,"17","0",42214,401,888.62,0.0,8.89,0.01,897.52,0,0
"JZCW",1,"N","0",17032,797,1554.15,60.0,156.0,0.01,1770.16,0,0
"KBNA",1,"B","0",55490,460,920.0,0.0,0.0,0.01,920.01,0,0
"KFJL",1,"2Q","0",948,948,1969.94,0.0,0.0,0.01,1969.95,0,0
"KFJS",1,"22","0",29610,821,1642.0,0.0,0.0,0.01,1642.01,0,0
"JT9W",1,"1Y","0",42608,916,1932.76,0.0,20.0,0.01,1952.77,0,0
"KFJZ",1,"2B","0",20461,0,0.0,0.0,0.0,0.01,0.01,0,0
"KUT4",1,"2O","0",11236,715,2037.75,0.0,0.0,0.01,2037.76,0,0
"JTA0",1,"26","0",9125,752,1530.32,0.0,0.0,0.01,1530.33,0,0
"JTAG",1,"30","0",42613,1147,2316.94,0.0,0.0,0.01,2316.95,0,0
"L80V",1,"Z","0",23976,0,0.0,0.0,0.0,0.01,0.01,0,0
"JTAX",1,"25","0",72929,546,1336.61,0.0,0.0,0.01,1336.62,0,0
"KFLS",1,"2T","0",18695,0,0.0,0.0,0.0,0.01,0.01,0,0
"JTB0",1,"1M","0",14624,1636,3402.88,0.0,0.0,0.01,3402.89,0,0
"LTB5",1,"31","0",1551,1061,2100.78,175.0,0.0,0.01,2275.79,0,0
"KEF0",1,"1F","0",78230,365,657.0,0.0,14.0,0.01,671.01,0,0
"LTB7",1,"19","0",15289,561,1168.0,0.0,0.0,0.01,1168.01,0,0
"LTB8",1,"18","0",3420,1361,2694.78,225.0,0.0,0.01,2919.79,0,0
"KFLZ",1,"1Z","0",67039,0,0.0,0.0,0.0,0.01,0.01,0,0
"LTBB",1,"1C","0",26073,754,1492.92,0.0,0.0,0.01,1492.93,0,0
"JZFO",1,"E","0",156278,399,754.11,0.0,0.0,0.01,754.12,0,0
"KB93",1,"1V","0",37610,510,979.2,0.0,254.7,0.01,1233.91,0,0
"JW1N",1,"W","0",23340,687,1992.3,0.0,22.0,150.0,2164.3,0,0
"QL2J",1,"K","0",21704,837,2008.8,0.0,0.0,0.01,2008.81,0,0
"JZG7",1,"J","0",89230,570,1077.3,0.0,0.0,0.01,1077.31,0,0
"JZIF",1,"16","0",34134,574,861.0,0.0,0.0,0.01,861.01,0,0
"JZIW",1,"Q","0",31783,551,1305.87,0.0,0.0,500.0,1805.87,0,0
"KWMN",1,"Y","0",35430,606,1175.64,0.0,0.0,0.01,1175.65,0,0
"L22O",1,"M","0",4454,0,0.0,0.0,0.0,500.0,500.0,0,0
"L23V",1,"9","0",27749,0,0.0,0.0,0.0,100.0,100.0,0,0
"ICZU",1,"F","0",30715,683,1536.75,0.0,0.0,0.01,1536.76,0,0
"K3QN",1,"29","0",53807,503,1131.75,0.0,0.0,0.01,1131.76,0,0
"IQ5M",1,"1P","0",15044,349,698.0,0.0,0.0,500.0,1198.0,0,0
"K3QS",1,"2Y","0",31493,721,1730.4,0.0,0.0,500.0,2230.4,0,0
"K3QV",1,"O","0",23701,761,1712.25,196.0,0.0,0.01,1908.26,0,0
"K3QY",1,"2J","0",14025,832,2288.0,0.0,3.0,250.0,2541.0,0,0
"K3R0",1,"2K","0",17371,925,1850.0,148.0,1.0,0.01,1999.01,0,0
"SZWW",1,"2T","0",18695,434,1028.58,0.0,0.0,0.01,1028.59,0,0
"K7V1",1,"1G","0",7079,730,1795.0,0.0,0.0,0.01,1795.01,0,0
"KAWY",1,"I","0",3818,1182,2718.6,0.0,0.0,0.01,2718.61,0,0
"K7V8",1,"2X","0",3044,540,1134.0,101.0,0.0,1000.0,2235.0,0,0
"KAXK",1,"10","0",39897,765,2218.5,0.0,0.0,0.01,2218.51,0,0
"KAXW",1,"1X","0",19914,622,1803.8,0.0,0.0,0.01,1803.81,0,0
"JW17",1,"1O","0",27028,835,2087.5,0.0,2.5,0.01,2090.01,0,0
"KAZA",1,"1B","0",13214,1078,3072.3,0.0,0.0,150.0,3222.3,0,0
"KB0C",1,"U","0",10744,676,1622.4,0.0,0.0,0.01,1622.41,0,0
"KB0X",1,"1A","0",4978,593,1690.05,0.0,0.0,0.01,1690.06,0,0
"KB1T",1,"2P","0",7823,553,1216.6,168.0,0.0,0.01,1384.61,0,0
"KBNL",1,"23","0",28256,796,1512.4,0.0,0.0,0.01,1512.41,0,0
"KBNP",1,"24","0",28684,1010,1919.0,0.0,0.0,0.01,1919.01,0,0
"KB25",1,"S","0",19945,937,2342.5,0.0,0.0,0.01,2342.51,0,0
"KBNQ",1,"1W","0",30798,783,1487.7,0.0,0.0,0.01,1487.71,0,0
"KB27",1,"X","0",46449,886,2126.4,0.0,0.0,0.01,2126.41,0,0
"KB2B",1,"14","0",38505,889,2222.5,0.0,0.0,0.01,2222.51,0,0
"KB2G",1,"2C","0",35064,785,2119.5,0.0,0.0,0.01,2119.51,0,0
"KEFY",1,"R","0",32666,550,1100.0,10.0,11.0,500.0,1621.0,0,0
"L886",1,"10","0",40513,616,1786.4,0.0,0.0,0.01,1786.41,0,0
"L7P5",1,"7","0",32484,819,1547.91,114.0,0.0,0.01,1661.92,0,0
"L7P7",1,"8","0",47614,967,1827.63,0.0,0.0,0.01,1827.64,0,0
"K7UY",1,"15","0",11423,1213,2498.78,87.0,0.0,1000.0,3585.78,0,0
"KAY3",1,"1N","0",33566,942,2260.8,0.0,0.0,0.01,2260.81,0,0
"KAYC",1,"1","0",66904,648,2203.2,0.0,0.0,0.01,2203.21,0,0
"KAYP",1,"32","0",35826,1003,3556.64,0.0,0.0,0.01,3556.65,0,0
"KAZ3",1,"H","0",8545,984,3424.32,0.0,68.0,0.01,3492.33,0,0
"KBMC",1,"1D","0",38380,1210,2420.0,0.0,157.33,0.01,2577.34,0,0
"LE36",1,"1E","0",44931,991,1901.63,0.0,1046.0,0.01,2947.64,0,0
"KFJ9",1,"17","0",42674,460,1019.36,0.0,10.1,0.01,1029.47,0,0
"KFJC",1,"30","0",44220,1607,3246.14,0.0,0.0,0.01,3246.15,0,0
"KFJF",1,"1Y","0",43673,1065,2247.15,0.0,20.0,0.01,2267.16,0,0
"LE3T",1,"2K","0",18402,1031,2062.0,0.0,0.0,250.0,2312.0,0,0
"KBNB",1,"B","0",56210,720,1440.0,0.0,94.0,0.01,1534.01,0,0
"KUT3",1,"16","0",35106,972,1458.0,0.0,0.0,0.01,1458.01,0,0
"KFJM",1,"2Q","0",1878,930,1932.54,0.0,0.0,0.01,1932.55,0,0
"KFJO",1,"1M","0",16673,2049,4160.0,0.0,102.0,0.01,4262.01,0,0
"KFJQ",1,"22","0",30787,1177,2354.0,0.0,0.0,0.01,2354.01,0,0
"KFK1",1,"2B","0",21575,1114,3453.4,0.0,0.0,0.01,3453.41,0,0
"L80E",1,"T","0",52763,713,2067.7,142.0,0.0,0.01,2209.71,0,0
"LE4B",1,"2K","0",18402,1031,2062.0,0.0,750.0,0.01,2812.01,0,0
"L80L",1,"W","0",24207,867,2514.3,0.0,27.0,150.0,2691.3,0,0
"KUTM",1,"2O","0",12300,1064,3032.4,0.0,0.0,0.01,3032.41,0,0
"KFKF",1,"25","0",73712,793,1941.26,0.0,19.16,0.01,1960.43,0,0
"LE4F",1,"2J","0",15087,1062,2920.5,0.0,750.0,0.01,3670.51,0,0
"KUU1",1,"36","0",357,0,0.0,0.0,0.0,500.0,500.0,0,0
"L80X",1,"Z","0",24779,803,1549.79,0.0,33.0,0.01,1582.8,0,0
"KFLT",1,"2T","0",19334,639,1354.68,0.0,0.0,0.01,1354.69,0,0
"KFLW",1,"26","0",9125,752,1530.32,0.0,0.0,0.01,1530.33,0,0
"KFLX",1,"26","0",10061,936,1904.76,0.0,36.11,0.01,1940.88,0,0
"KEF2",1,"1F","0",78870,640,1152.0,0.0,112.0,0.01,1264.01,0,0
"KFM3",1,"1Z","0",67921,882,1829.27,5.75,0.0,0.1,1835.12,0,0
"LTBH",1,"2I","0",47335,1033,2150.71,0.0,0.0,0.01,2150.72,0,0
"LTBJ",1,"31","0",3232,1681,3328.38,296.0,0.0,0.01,3624.39,0,0
"LTBP",1,"18","0",5231,1811,3585.78,318.0,0.0,0.01,3903.79,0,0
"MH08",1,"O","0",24724,1023,2301.75,262.0,0.0,0.01,2563.76,0,0
"LTBU",1,"19","0",16026,666,1386.61,0.0,0.0,0.01,1386.62,0,0
"LTBX",1,"1C","0",30463,1237,2449.26,0.0,0.0,0.01,2449.27,0,0
"L85T",1,"2F","0",41444,974,2668.76,0.0,68.0,0.01,2736.77,0,0
"LTFO",1,"1V","0",38575,969,1860.48,0.0,0.0,0.01,1860.49,0,0
"QL2L",1,"K","0",22725,1021,2450.4,0.0,0.0,0.01,2450.41,0,0
"LE7M",1,"2","0",8830,800,1680.0,0.0,0.0,1000.0,2680.0,0,0
"L242",1,"9","0",29194,1056,2904.0,0.0,0.0,100.0,3004.0,0,0
"NTS2",1,"N","0",18086,1054,2055.3,195.0,48.0,0.01,2298.31,0,0
"L22I",1,"Q","0",32578,795,1884.15,0.0,0.0,500.0,2384.15,0,0
"L22N",1,"M","0",4900,446,1115.0,0.0,0.0,500.0,1615.0,0,0
"KWMO",1,"Y","0",36354,924,1792.56,87.0,695.0,0.01,2574.57,0,0
"KWMU",1,"11","0",4300,0,0.0,0.0,0.0,0.01,0.01,0,0
"K3QJ",1,"1T","0",28209,1000,2600.0,0.0,0.0,0.01,2600.01,0,0
"MI6F",1,"2Y","0",32559,1066,2558.4,0.0,0.0,500.0,3058.4,0,0
"K3QO",1,"1P","0",15542,480,960.0,0.0,0.0,500.0,1460.0,0,0
"KWMQ",1,"2T","0",20069,722,1530.64,0.0,0.0,0.01,1530.65,0,0
"L7PD",1,"L","0",18762,744,1785.6,0.0,0.0,0.01,1785.61,0,0
"M625",1,"1L","0",23529,829,1989.6,26.4,101.0,0.01,2117.01,0,0
"M629",1,"29","0",54656,849,1910.25,0.0,0.0,0.01,1910.26,0,0
"M62D",1,"F","0",31547,832,1872.0,0.0,0.0,0.01,1872.01,0,0
"K7V5",1,"G","0",20475,1638,4258.8,0.0,0.0,0.01,4258.81,0,0
"KAXL",1,"10","0",40513,616,1786.4,178.0,0.0,0.01,1964.41,0,0
"KAXX",1,"1X","0",20795,881,2554.9,0.0,0.0,0.01,2554.91,0,0
"KAZG",1,"1B","0",14248,1034,2946.9,0.0,0.0,150.0,3096.9,0,0
"KB0J",1,"U","0",11576,830,1992.0,0.0,0.0,0.01,1992.01,0,0
"KB12",1,"1A","0",6108,1130,3220.5,0.0,0.0,0.01,3220.51,0,0
"KB1X",1,"2P","0",8552,729,1603.8,0.0,0.0,0.01,1603.81,0,0
"KB23",1,"1O","0",27977,949,2372.5,0.0,0.0,0.01,2372.51,0,0
"KB26",1,"S","0",20981,1036,2590.0,0.0,0.0,0.01,2590.01,0,0
"KB29",1,"X","0",47483,1034,2274.8,0.0,0.0,0.01,2274.81,0,0
"KBNW",1,"24","0",29970,1191,2262.9,0.0,59.54,0.01,2322.45,0,0
"KB2E",1,"14","0",39384,879,2197.5,0.0,0.0,0.01,2197.51,0,0
"KBNX",1,"1W","0",31670,872,1656.8,0.0,102.09,0.01,1758.9,0,0
"KB2M",1,"2C","0",36134,1070,2675.0,0.0,0.0,0.01,2675.01,0,0
"KBPG",1,"23","0",29220,964,1831.6,0.0,50.39,0.01,1882.0,0,0
"L828",1,"1X","0",21809,1014,2940.6,0.0,0.0,0.01,2940.61,0,0
"L83C",1,"I","0",5120,1302,2994.6,0.0,0.0,0.01,2994.61,0,0
"KEHJ",1,"R","0",33284,618,1236.0,23.0,0.0,500.0,1759.0,0,0
"L1V3",1,"2S","0",15469,0,0.0,0.0,0.0,0.01,0.01,0,0
"MI6P",1,"2X","0",3623,579,1215.9,124.0,0.0,1000.0,2339.9,0,0
"L7P4",1,"7","0",33364,880,1663.2,93.0,0.0,0.01,1756.21,0,0
"L7P8",1,"8","0",48581,967,1827.63,0.0,0.0,0.01,1827.64,0,0
"L7PF",1,"1G","0",8015,936,2302.56,0.0,0.0,0.01,2302.57,0,0
"L23Z",1,"9","0",30131,913,2510.75,0.0,0.0,100.0,2610.75,0,0
"NTSV",1,"N","0",19198,1112,2168.4,205.0,60.0,0.01,2433.41,0,0
"SZWX",1,"2T","0",19334,639,1514.43,0.0,0.0,0.01,1514.44,0,0
"L7PG",1,"15","0",12761,1338,2756.28,168.48,0.0,1000.0,3924.76,0,0
"KXGD",1,"1M","0",18589,1916,3985.28,0.0,36.0,0.01,4021.29,0,0
"LE2R",1,"1E","0",45946,1015,1947.68,0.0,1044.0,0.01,2991.69,0,0
"LE3O",1,"2K","0",19519,1117,2234.0,224.0,0.0,0.01,2458.01,0,0
"KUT2",1,"16","0",36034,928,1392.0,0.0,0.0,0.01,1392.01,0,0
"QKRI",1,"1Y","0",44746,0,0.0,0.0,0.0,0.01,0.01,0,0
"L80C",1,"T","0",53503,740,2146.0,298.0,0.0,0.01,2444.01,0,0
"QKRT",1,"2W","0",27668,1960,3998.4,0.0,0.0,0.01,3998.41,0,0
"L80M",1,"W","0",25020,813,2357.7,0.0,24.0,150.0,2531.7,0,0
"KUTO",1,"2O","0",13510,1210,3448.5,0.0,0.0,0.01,3448.51,0,0
"KUU4",1,"36","0",1212,855,2137.5,0.0,0.0,500.0,2637.5,0,0
"L81Q",1,"Z","0",25643,864,1667.52,0.0,32.5,0.01,1700.03,0,0
"LE4Q",1,"2J","0",15877,790,2172.5,265.0,0.0,0.01,2437.51,0,0
"L82H",1,"1N","0",34556,990,2376.0,0.0,0.0,0.01,2376.01,0,0
"L82K",1,"1","0",67510,606,2060.4,0.0,0.0,0.01,2060.41,0,0
"LE5E",1,"17","0",43230,547,1212.15,0.0,11.0,0.01,1223.16,0,0
"L82W",1,"32","0",36703,877,3109.84,0.0,0.0,0.01,3109.85,0,0
"L832",1,"H","0",9418,1413,4917.24,0.0,0.0,0.01,4917.25,0,0
"L83I",1,"37","0",15151,500,1500.0,0.0,0.0,0.1,1500.1,0,0
"MH09",1,"O","0",25982,1258,2830.5,151.0,0.0,0.01,2981.51,0,0
"L885",1,"2F","0",42443,999,2737.26,0.0,617.0,0.01,3354.27,0,0
"LTGJ",1,"2I","0",52369,606,1261.69,0.0,0.0,0.01,1261.7,0,0
"LTGK",1,"31","0",5132,1900,3762.0,397.0,0.0,0.01,4159.01,0,0
"LTGL",1,"19","0",16962,910,1894.62,0.0,0.0,0.01,1894.63,0,0
"LTGN",1,"18","0",7191,1960,3880.8,409.0,0.0,0.01,4289.81,0,0
"LTGO",1,"1C","0",34181,1046,2071.08,0.0,0.0,0.01,2071.09,0,0
"LTGP",1,"1V","0",39685,1110,2131.2,21.0,0.0,0.01,2152.21,0,0
"QL2O",1,"K","0",23887,1162,2788.8,0.0,116.0,0.01,2904.81,0,0
"LE7O",1,"2","0",9675,845,1656.2,0.0,0.0,1500.0,3156.2,0,0
"LTH4",1,"1D","0",39589,1209,2418.0,0.0,0.0,0.01,2418.01,0,0
"L1VI",1,"2Q","0",2839,961,1996.96,0.0,0.0,0.01,1996.97,0,0
"L1VJ",1,"25","0",74409,697,1411.43,0.0,0.0,0.01,1411.44,0,0
"L1VL",1,"2B","0",22636,1061,3289.1,0.0,0.0,0.01,3289.11,0,0
"L1VM",1,"22","0",31916,1129,2258.0,0.0,0.0,0.01,2258.01,0,0
"L1VO",1,"1Z","0",68869,948,1966.15,0.0,64.0,0.1,2030.25,0,0
"L1VQ",1,"1Y","0",44749,1076,2270.36,0.0,0.0,0.01,2270.37,0,0
"L1V6",1,"2S","0",16483,1014,2129.4,96.6,0.0,0.01,2226.01,0,0
"L22J",1,"Q","0",33355,777,1841.49,0.0,0.0,500.0,2341.49,0,0
"L22U",1,"M","0",5592,692,1730.0,0.0,0.0,500.0,2230.0,0,0
"L231",1,"1F","0",79566,694,1422.7,0.0,0.0,0.01,1422.71,0,0
"KWMP",1,"Y","0",37372,1018,1954.56,804.0,20.0,0.01,2778.57,0,0
"KWMR",1,"30","0",46066,1846,3728.92,0.0,0.0,0.01,3728.93,0,0
"KWMS",1,"26","0",11170,1109,2256.82,0.0,46.0,0.01,2302.83,0,0
"KWMV",1,"11","0",5400,1099,2340.87,0.0,0.0,0.01,2340.88,0,0
"MI6G",1,"2Y","0",33593,1034,2481.6,0.0,0.0,500.0,2981.6,0,0
"U0ZZ",1,"1K","0",27380,0,0.0,0.0,0.0,0.01,0.01,0,0
"MNA1",1,"1T","0",29490,1281,3330.6,0.0,0.0,0.01,3330.61,0,0
"MOXE",1,"B","0",56930,713,1426.0,0.0,0.0,0.01,1426.01,0,0
"LOP4",1,"1P","0",16229,663,1326.0,0.0,0.0,500.0,1826.0,0,0
"SZWY",1,"2T","0",20069,735,1741.95,0.0,0.0,0.01,1741.96,0,0
"L7PE",1,"L","0",19709,947,2272.8,0.0,0.0,0.01,2272.81,0,0
"M626",1,"1L","0",24641,1112,2668.8,43.2,136.0,0.01,2848.01,0,0
"M62A",1,"29","0",56002,1346,3028.5,0.0,0.0,0.01,3028.51,0,0
"M62E",1,"F","0",32383,836,1881.0,0.0,0.0,0.01,1881.01,0,0
"M62H",1,"G","0",21439,964,2506.4,0.0,0.0,0.01,2506.41,0,0
"LE3H",1,"1E","0",47163,1217,2335.3,0.0,1522.0,0.01,3857.31,0,0
"MH05",1,"M","0",6313,721,1802.5,0.0,0.0,500.0,2302.5,0,0
"M62F",1,"F","0",33403,1020,2295.0,0.0,0.0,0.01,2295.01,0,0
"MN76",1,"1A","0",7167,1040,2964.0,0.0,0.0,0.01,2964.01,0,0
"LT95",1,"23","0",30246,1026,1949.4,0.0,39.59,0.01,1989.0,0,0
"LT9B",1,"1W","0",32721,1047,1989.3,0.0,0.0,0.01,1989.31,0,0
"LT9N",1,"24","0",31321,1336,2538.4,0.0,0.0,0.01,2538.41,0,0
"L81X",1,"U","0",12487,911,2186.4,0.0,0.0,0.01,2186.41,0,0
"LFAE",1,"1O","0",28801,824,2060.0,0.0,0.0,0.01,2060.01,0,0
"L83F",1,"I","0",6457,1337,3075.1,0.0,134.0,0.01,3209.11,0,0
"LFAG",1,"S","0",22040,1059,2647.5,0.0,0.0,0.01,2647.51,0,0
"LFAH",1,"X","0",48377,894,1966.8,0.0,3.0,0.01,1969.81,0,0
"LFAI",1,"14","0",40494,1110,2775.0,0.0,0.0,0.01,2775.01,0,0
"LFBZ",1,"2C","0",37173,1039,2597.5,0.0,2.5,0.01,2600.01,0,0
"LFC0",1,"2P","0",9214,662,1456.4,0.0,3.6,0.01,1460.01,0,0
"LOOO",1,"10","0",42009,1496,4338.4,0.0,0.0,0.01,4338.41,0,0
"MI6Q",1,"2X","0",4360,737,1547.7,189.0,0.0,1000.0,2736.7,0,0
"LOP0",1,"1G","0",8944,929,2285.34,0.0,0.0,0.01,2285.35,0,0
"L7P6",1,"7","0",34447,1083,2046.87,127.0,0.0,0.01,2173.88,0,0
"L7P9",1,"8","0",49719,1138,2150.82,0.0,0.0,0.01,2150.83,0,0
"L7PA",1,"1B","0",15530,1282,3653.7,0.0,0.0,150.0,3803.7,0,0
"LFC8",1,"W","0",26033,1013,2937.7,30.0,0.0,150.0,3117.7,0,0
"LOOQ",1,"37","0",16181,1030,3090.0,57.0,0.0,0.1,3147.1,0,0
"M627",1,"1L","0",25841,1200,2880.0,52.8,147.0,0.01,3079.81,0,0
"O7AD",1,"2B","0",23797,1161,3599.1,0.0,0.0,0.01,3599.11,0,0
"QKRK",1,"1Y","0",46050,1301,2745.11,0.0,0.0,0.01,2745.12,0,0
"QKRX",1,"2W","0",28895,1227,2601.24,0.0,59.0,0.01,2660.25,0,0
"MGZW",1,"36","0",2342,1130,2825.0,0.0,0.0,600.0,3425.0,0,0
"L80N",1,"W","0",26033,1013,2937.7,0.0,30.0,150.0,3117.7,0,0
"LE4V",1,"2K","0",20655,1136,2272.0,228.0,0.0,0.01,2500.01,0,0
"LE4Z",1,"2J","0",17268,1391,3825.25,345.0,70.0,0.01,4240.26,0,0
"LE5H",1,"17","0",43926,693,1535.69,0.0,0.0,0.01,1535.7,0,0
"LF9X",1,"Y","0",38552,1180,2289.2,71.0,765.0,0.01,3125.21,0,0
"QKVF",1,"2T","0",20811,742,1669.5,0.0,0.0,0.01,1669.51,0,0
"NT2A",1,"1M","0",20771,2183,4737.11,0.0,0.0,0.01,4737.12,0,0
"QKVR",1,"11","0",6700,1300,2769.0,27.0,0.0,0.01,2796.01,0,0
"MH0A",1,"O","0",27210,1228,2763.0,316.0,0.0,0.01,3079.01,0,0
"NT5D",1,"22","0",33103,1187,2374.0,0.0,0.0,0.01,2374.01,0,0
